span,img_urls,ctype,index,block_num,merge_contents,doc_group,h1,h2,h3
,./image/ioniq5_2024/136_3_img.jpeg,image,,136_3,,213,3.  시트 및 안전 장치,에어백 (보조 구속 장치),승객 구분 시스템 (OCS)
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,136_4, 좌석의 한쪽으로 치우쳐 앉지 마십시오.,213,3.  시트 및 안전 장치,에어백 (보조 구속 장치),승객 구분 시스템 (OCS)
,./image/ioniq5_2024/136_5_img.jpeg,image,,136_5,,213,3.  시트 및 안전 장치,에어백 (보조 구속 장치),승객 구분 시스템 (OCS)
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,136_7, 스키복이나 엉덩이 보호대 등과 같은 두꺼운옷을 입고 동승석에 앉지 마십시오.,213,3.  시트 및 안전 장치,에어백 (보조 구속 장치),승객 구분 시스템 (OCS)
,./image/ioniq5_2024/136_8_img.jpeg,image,,136_8,,213,3.  시트 및 안전 장치,에어백 (보조 구속 장치),승객 구분 시스템 (OCS)
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,136_9, 노트북이나 DVD 등 전자 장비나 다량의 물통 등 전도성 물체를 동승석 시트 위에 올려놓지 마십시오.,213,3.  시트 및 안전 장치,에어백 (보조 구속 장치),승객 구분 시스템 (OCS)
,./image/ioniq5_2024/136_10_img.jpeg,image,,136_10,,213,3.  시트 및 안전 장치,에어백 (보조 구속 장치),승객 구분 시스템 (OCS)
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,136_11," 인버터 충전기(inverter charger)를 사용하는 전자기기(노트북, 위성라디오 등)를 사용하지 마십시오. 동승석에 두꺼운 모포나 방석 등 시트 쿠션표면을 덮는 시트 액세서리는 사용하지 마십시오.",213,3.  시트 및 안전 장치,에어백 (보조 구속 장치),승객 구분 시스템 (OCS)
,./image/ioniq5_2024/136_12_img.jpeg,image,,136_12,,213,3.  시트 및 안전 장치,에어백 (보조 구속 장치),승객 구분 시스템 (OCS)
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,137_0," 동승석에 실수로 다량의 음료수 또는 물을쏟았을 때, 에어백 경고등이 켜지거나 오작동을 일으킬 수 있으니 시트를 완전히 말리고 주행하십시오.",213,3.  시트 및 안전 장치,에어백 (보조 구속 장치),승객 구분 시스템 (OCS)
,./image/ioniq5_2024/137_1_img.jpeg,image,,137_1,,213,3.  시트 및 안전 장치,에어백 (보조 구속 장치),승객 구분 시스템 (OCS)
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,137_2," 요철 형태의 날카로운 물건을 동승석 시트위에 올려놓지 마십시오. 날카로운 물건에좌석 표면 및 승객 구분 시스템(OCS)이 손상될 수 있습니다.  품질이나 성능이 부적합한 좌석을 장착하거나 시트커버를 개조한 경우, 안전부품(에어백/시트벨트/승원감지센서 등)의 성능이 감소되어 예상치 못한 부상을 입을 수 있으며전선 단선/단락에 의한 화재위험 및 전자 부품 손상에 의한 경고가 발생 될 수 있습니다.순정부품 좌석/시트커버는 품질과 성능을당사가 보증하는 부품입니다.",213,3.  시트 및 안전 장치,에어백 (보조 구속 장치),승객 구분 시스템 (OCS)
"""('HyundaiSansTextKRMedium', 13416, 12)""",,text,h3,137_3,사이드 에어백,214,3.  시트 및 안전 장치,에어백 (보조 구속 장치),사이드 에어백
,./image/ioniq5_2024/137_6_img.jpeg,image,,137_6,,214,3.  시트 및 안전 장치,에어백 (보조 구속 장치),사이드 에어백
,./image/ioniq5_2024/137_8_img.jpeg,image,,137_8,,214,3.  시트 및 안전 장치,에어백 (보조 구속 장치),사이드 에어백
"""('HyundaiSansTextKR', 0, 9)""",,text,,137_9,"사이드 에어백은 앞좌석 바깥쪽에 내장되어 있습니다. 에어백 작동 조건(측면 충돌, 전복 사고등)에 해당하면 탑승자의 측면을 보호하기 위해 작동합니다.",214,3.  시트 및 안전 장치,에어백 (보조 구속 장치),사이드 에어백
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,138_1," 사이드 에어백 장착 차량의 좌석에는 어떠한커버도 씌우지 마십시오.사이드 에어백이 팽창하는 것을 방해할 수있습니다. 좌석 측면에 무리한 힘을 가하거나 좌석을변형시키지 말고 장식물 등의 추가 부착물을장착하지 마십시오. 에어백이 오작동하여 다칠 수 있습니다. 좌석 및 좌석 커버가 손상되면 사이드 에어백 장착 차량임을 알리고 당사 직영 하이테크센터나 블루핸즈에서 수리하거나 교체하십시오. 사이드 에어백 라벨 등 좌석에 부착된 라벨의 벌어진 틈으로 어떤 물건도 집어넣지 마십시오. 에어백이 팽창할 때 다칠 수 있습니다. 사이드 에어백이 팽창하는 위치(도어, 유리창, 앞/뒤 필라 등)에 물체를 놓거나 붙이지마십시오. 에어백 팽창에 방해될 수 있고 팽창할 때 물체에 부딪혀 다치거나 사망할 수있습니다.",214,3.  시트 및 안전 장치,에어백 (보조 구속 장치),사이드 에어백
"""('HyundaiSansTextKRMedium', 13416, 12)""",,text,h3,138_3,커튼 에어백,215,3.  시트 및 안전 장치,에어백 (보조 구속 장치),커튼 에어백
,./image/ioniq5_2024/138_4_img.png,image,,138_4,,215,3.  시트 및 안전 장치,에어백 (보조 구속 장치),커튼 에어백
,./image/ioniq5_2024/138_6_img.jpeg,image,,138_6,,215,3.  시트 및 안전 장치,에어백 (보조 구속 장치),커튼 에어백
"""('HyundaiSansTextKR', 0, 9)""",,text,,138_7,"커튼 에어백은 양쪽 도어 위쪽의 천정 끝에 내장되어 있습니다. 에어백 작동 조건(측면 충돌,전복 사고)이 되면 앞좌석과 뒷좌석 도어 쪽 탑승자의 머리를 보호하기 위해 작동합니다.커튼 에어백은 측면 충돌이 있을 때 작동하나측면 충돌이 아니라도 충격이 측면 충돌 센서에전달될 때는 커튼 에어백이 작동할 수 있습니다.또한, 전복 센서는 전복 사고가 났을 때 작동하나 전복 사고가 아니라도 전복 센서가 전복 상황으로 인식하는 경우 커튼 에어백이 작동할 수있습니다.",215,3.  시트 및 안전 장치,에어백 (보조 구속 장치),커튼 에어백
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,139_1," 커튼 에어백의 최대 효과를 얻으려면 운전자및 동승석 탑승자와 뒷좌석 도어 쪽 탑승자는 반드시 안전벨트를 단단히 착용하고 똑바로 앉아 있으십시오. 특히, 어린이는 적절한보조 좌석에 앉히십시오.  커튼 에어백이 장착되었다면 뒷좌석에 어린이 보호 좌석을 장착할 때 가능한 도어에 닿지 않도록 안쪽으로 장착하십시오. 팽창하는측면 에어백에 충격을 받아 심하게 다치거나사망할 수 있습니다.  커튼 에어백이 팽창하는 위치(도어, 유리창,앞/뒤 필라 등)에 물체를 놓거나 붙이지 마십시오. 에어백 팽창에 방해될 수 있고 팽창할때 물체에 부딪혀 다치거나 사망할 수 있습니다. 코트 후크에 옷 이외의 다른 물건(옷걸이 및단단하거나 날카롭거나 깨지기 쉬운 물건등)을 걸지 마십시오. 사고가 나면 에어백이팽창하면서 차량이 손상되고 심하게 다치거나 사망할 수 있습니다.",215,3.  시트 및 안전 장치,에어백 (보조 구속 장치),커튼 에어백
,./image/ioniq5_2024/139_5_img.jpeg,image,,139_5,,215,3.  시트 및 안전 장치,에어백 (보조 구속 장치),커튼 에어백
"""('HyundaiSansTextKR', 0, 9)""",,text,,139_6,"사이드 또는 커튼 에어백이 장착된 좌석에 앉을때 다음의 행동을 자제하십시오. 도어에 머리나 몸을 기댐 도어에 팔을 올려놓음 창문 밖으로 손 내밂 도어와 탑승자 사이에 물건을 둠 에어백이 팽창하는 위치(헤드라이닝, 사이드 필라 트림 등)에 물체를 붙이지 마십시오. 에어백 장치의 부품을 임의로 분해하거나 수리하지 마십시오. 반드시 당사 직영 하이테크센터나 블루핸즈를 이용하십시오.",215,3.  시트 및 안전 장치,에어백 (보조 구속 장치),커튼 에어백
"""('HyundaiSansTextKRMedium', 13416, 12)""",,text,h3,139_8,에어백의 작동/비작동 조건,216,3.  시트 및 안전 장치,에어백 (보조 구속 장치),에어백의 작동/비작동 조건
"""('HyundaiSansTextKR', 0, 9)""",,text,,139_9,"다음의 상황에서는 충돌 센서가 반응하지 않아에어백이 작동하지 않을 수 있습니다. 후면 충격 충돌 사고에서의 2, 3차 충격 저속 충격",216,3.  시트 및 안전 장치,에어백 (보조 구속 장치),에어백의 작동/비작동 조건
"""('HyundaiSansTextKRMedium', 0, 10)""",,text,h4,140_0,에어백 충돌 센서,217,3.  시트 및 안전 장치,에어백 (보조 구속 장치),에어백의 작동/비작동 조건
,./image/ioniq5_2024/140_1_img.jpeg,image,,140_1,,217,3.  시트 및 안전 장치,에어백 (보조 구속 장치),에어백의 작동/비작동 조건
,./image/ioniq5_2024/140_2_img.jpeg,image,,140_2,,217,3.  시트 및 안전 장치,에어백 (보조 구속 장치),에어백의 작동/비작동 조건
,./image/ioniq5_2024/140_3_img.jpeg,image,,140_3,,217,3.  시트 및 안전 장치,에어백 (보조 구속 장치),에어백의 작동/비작동 조건
,./image/ioniq5_2024/140_4_img.jpeg,image,,140_4,,217,3.  시트 및 안전 장치,에어백 (보조 구속 장치),에어백의 작동/비작동 조건
,./image/ioniq5_2024/140_5_img.jpeg,image,,140_5,,217,3.  시트 및 안전 장치,에어백 (보조 구속 장치),에어백의 작동/비작동 조건
,./image/ioniq5_2024/140_6_img.jpeg,image,,140_6,,217,3.  시트 및 안전 장치,에어백 (보조 구속 장치),에어백의 작동/비작동 조건
"""('HyundaiSansTextKR', 0, 9)""",,text,,140_8,(1) 에어백 제어 모듈(2) 정면 충돌 센서: 모터룸 앞쪽에 위치(3) 측면 충돌 감지 센서(압력): 앞 도어에 내장(4) 측면 충돌 감지 센서(가속도): B필라 아래쪽에 내장(5) 측면 충돌 감지 센서(가속도): C필라 중앙에 내장,217,3.  시트 및 안전 장치,에어백 (보조 구속 장치),에어백의 작동/비작동 조건
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,141_1," 정면 충돌 센서 또는 측면 충돌 센서 부위에임의의 충격을 가하지 마십시오. 각 센서에영향을 받아 에어백이 작동할 수 있습니다.  모터룸을 점검할 때는 반드시 시동을 끄고,정면 충돌 센서를 임의로 만지거나 탈부착하지 마십시오. 센서의 장착 각도가 변경되어에어백이 오작동할 수 있습니다. 앞쪽 범퍼나 차체가 변형될 때, 또는 B필라나 C필라의 각도가 변경될 때 충돌 센서에 문제가 생길 수 있으니 당사 직영 하이테크센터나 블루핸즈에서 점검을 받으십시오.",217,3.  시트 및 안전 장치,에어백 (보조 구속 장치),에어백의 작동/비작동 조건
"""('HyundaiSansTextKRMedium', 0, 10)""",,text,h4,141_3,에어백의 작동 조건,218,3.  시트 및 안전 장치,에어백 (보조 구속 장치),에어백의 작동/비작동 조건
"""('HyundaiSansTextKR', 6908265, 9)""",,text,,141_4,정면 에어백,218,3.  시트 및 안전 장치,에어백 (보조 구속 장치),에어백의 작동/비작동 조건
,./image/ioniq5_2024/141_5_img.jpeg,image,,141_5,,218,3.  시트 및 안전 장치,에어백 (보조 구속 장치),에어백의 작동/비작동 조건
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,141_6," 정면 에어백(운전석 및 동승석 에어백)은 차량 정면의 중앙을 기준으로 왼쪽에서 오른쪽까지 일정 범위에 충격이 있을 때, 정면 충돌센서에 충격이 전해지면 충돌 정도에 따라에어백 제어 모듈에서 판단하여 작동합니다. 정면 충돌이 아니라도 정면 충돌 센서에 충격이 전해지면 정면 에어백(운전석 및 동승석 에어백)이 작동할 수 있습니다.",218,3.  시트 및 안전 장치,에어백 (보조 구속 장치),에어백의 작동/비작동 조건
"""('HyundaiSansTextKR', 6908265, 9)""",,text,,141_7,측면 에어백,218,3.  시트 및 안전 장치,에어백 (보조 구속 장치),에어백의 작동/비작동 조건
,./image/ioniq5_2024/141_8_img.jpeg,image,,141_8,,218,3.  시트 및 안전 장치,에어백 (보조 구속 장치),에어백의 작동/비작동 조건
,./image/ioniq5_2024/141_10_img.jpeg,image,,141_10,,218,3.  시트 및 안전 장치,에어백 (보조 구속 장치),에어백의 작동/비작동 조건
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,141_11," 측면 에어백(사이드 및 커튼 에어백)은 측면충돌 시, 측면 충돌 센서에 충격이 전해지면충돌 정도에 따라 에어백 제어 모듈에서 판단하여 작동합니다. 측면 충돌 또는 전복 사고가 아니라도 측면충돌 센서에 충격이 전해지거나 전복 센서에서 전복 상황으로 인식되면 측면 에어백(사이드 및 커튼 에어백)이 작동할 수 있습니다. 비포장도로, 보도블록, 평지 도로의 돌출부에서는 반드시 서행하십시오. 돌출부에 의해하체 충격이 전해지면 에어백이 작동할 수있습니다.",218,3.  시트 및 안전 장치,에어백 (보조 구속 장치),에어백의 작동/비작동 조건
"""('HyundaiSansTextKRMedium', 0, 10)""",,text,h4,142_0,에어백의 비작동 조건,219,3.  시트 및 안전 장치,에어백 (보조 구속 장치),에어백의 작동/비작동 조건
"""('HyundaiSansTextKR', 6908265, 9)""",,text,,142_1,안전벨트만으로 탑승자를 보호할 수 있는 경미한 사고,219,3.  시트 및 안전 장치,에어백 (보조 구속 장치),에어백의 작동/비작동 조건
,./image/ioniq5_2024/142_2_img.jpeg,image,,142_2,,219,3.  시트 및 안전 장치,에어백 (보조 구속 장치),에어백의 작동/비작동 조건
"""('HyundaiSansTextKR', 0, 9)""",,text,,142_3,"에어백이 작동해도 큰 도움이 되지 않으며, 오히려 에어백 작동으로 2차 피해(가벼운 찰과상, 안경 파손, 화상 등)가 날 수 있으므로 에어백이 작동하지 않을 수 있습니다.",219,3.  시트 및 안전 장치,에어백 (보조 구속 장치),에어백의 작동/비작동 조건
"""('HyundaiSansTextKR', 6908265, 9)""",,text,,142_4,후방 추돌이나 충돌 사고,219,3.  시트 및 안전 장치,에어백 (보조 구속 장치),에어백의 작동/비작동 조건
,./image/ioniq5_2024/142_5_img.jpeg,image,,142_5,,219,3.  시트 및 안전 장치,에어백 (보조 구속 장치),에어백의 작동/비작동 조건
"""('HyundaiSansTextKR', 0, 9)""",,text,,142_6,충돌 반력에 의해 탑승자가 좌석 등받이 쪽으로밀려서 정면 에어백의 보호를 받을 수 없으므로작동하지 않을 수 있습니다.,219,3.  시트 및 안전 장치,에어백 (보조 구속 장치),에어백의 작동/비작동 조건
